Country/Region,Date,Cases
Dominican Republic,2022-11-04,647425
Ecuador,2022-11-04,1009044
Egypt,2022-11-04,515645
El Salvador,2022-11-04,201785
Equatorial Guinea,2022-11-04,17174
Eritrea,2022-11-04,10189
Estonia,2022-11-04,607300
Eswatini,2022-11-04,73558
Ethiopia,2022-11-04,494024
Fiji,2022-11-04,68270
Finland,2022-11-04,1360721
France,2022-11-04,94259
France,2022-11-04,76764
France,2022-11-04,196270
France,2022-11-04,223728
France,2022-11-04,40339
France,2022-11-04,74440
France,2022-11-04,478346
France,2022-11-04,5323
France,2022-11-04,3231
France,2022-11-04,12026
France,2022-11-04,3415
France,2022-11-04,35932097
Gabon,2022-11-04,48945
Gambia,2022-11-04,12580
Georgia,2022-11-04,1785138
Germany,2022-11-04,35784912
Ghana,2022-11-04,170894
Greece,2022-11-04,5188890
Grenada,2022-11-04,19604
Guatemala,2022-11-04,1141938
Guinea,2022-11-04,38047
Guinea-Bissau,2022-11-04,8848
Guyana,2022-11-04,71442
Haiti,2022-11-04,33828
Holy See,2022-11-04,29
Honduras,2022-11-04,457196
Hungary,2022-11-04,2141513
Iceland,2022-11-04,206571
India,2022-11-04,44659447
Indonesia,2022-11-04,6512913
Iran,2022-11-04,7558002
Iraq,2022-11-04,2461484
Ireland,2022-11-04,1673665
Israel,2022-11-04,4687132
Italy,2022-11-04,23642011
Jamaica,2022-11-04,151931
Japan,2022-11-04,22561805
Jordan,2022-11-04,1746997
Kazakhstan,2022-11-04,1484932
Kenya,2022-11-04,339552
Kiribati,2022-11-04,3430
"Korea, North",2022-11-04,1
"Korea, South",2022-11-04,25801564
Kosovo,2022-11-04,272174
Kuwait,2022-11-04,662073
Kyrgyzstan,2022-11-04,206452
Laos,2022-11-04,216277
Latvia,2022-11-04,954230
Lebanon,2022-11-04,1218987
Lesotho,2022-11-04,34490
Liberia,2022-11-04,7996
Libya,2022-11-04,507051
Liechtenstein,2022-11-04,20663
Lithuania,2022-11-04,1268707
Luxembourg,2022-11-04,303025
MS Zaandam,2022-11-04,9
Madagascar,2022-11-04,66749
Malawi,2022-11-04,88099
Malaysia,2022-11-04,4918917
Maldives,2022-11-04,185364
Mali,2022-11-04,32738
Malta,2022-11-04,115447
Marshall Islands,2022-11-04,15389
Mauritania,2022-11-04,63388
Mauritius,2022-11-04,265301
Mexico,2022-11-04,7113658
Micronesia,2022-11-04,22203
Moldova,2022-11-04,593816
Monaco,2022-11-04,15005
Mongolia,2022-11-04,985445
Montenegro,2022-11-04,283011
Morocco,2022-11-04,1265876
Mozambique,2022-11-04,230475
Namibia,2022-11-04,169946
Nauru,2022-11-04,4611
Nepal,2022-11-04,1000698
Netherlands,2022-11-04,43379
Netherlands,2022-11-04,11467
Netherlands,2022-11-04,45489
Netherlands,2022-11-04,10931
Netherlands,2022-11-04,8521599
New Zealand,2022-11-04,6389
New Zealand,2022-11-04,85
New Zealand,2022-11-04,1851689
Nicaragua,2022-11-04,15186
Niger,2022-11-04,9428
Nigeria,2022-11-04,266138
North Macedonia,2022-11-04,344146
Norway,2022-11-04,1465523
Oman,2022-11-04,398775
Pakistan,2022-11-04,1574321
Palau,2022-11-04,5513
Panama,2022-11-04,990413
Papua New Guinea,2022-11-04,45550
Paraguay,2022-11-04,717980
Peru,2022-11-04,4159132
Philippines,2022-11-04,4007318
Poland,2022-11-04,6343097
Portugal,2022-11-04,5520731
Qatar,2022-11-04,470756
Romania,2022-11-04,3288685
Russia,2022-11-04,21148598
Rwanda,2022-11-04,132584
Saint Kitts and Nevis,2022-11-04,6549
Saint Lucia,2022-11-04,29654
Saint Vincent and the Grenadines,2022-11-04,9459
Samoa,2022-11-04,15946
San Marino,2022-11-04,21662
Sao Tome and Principe,2022-11-04,6270
Saudi Arabia,2022-11-04,823388
Senegal,2022-11-04,88679
Serbia,2022-11-04,2407595
Seychelles,2022-11-04,49380
Sierra Leone,2022-11-04,7754
Singapore,2022-11-04,2118749
Slovakia,2022-11-04,2644627
Slovenia,2022-11-04,1236787
Solomon Islands,2022-11-04,21544
Somalia,2022-11-04,27243
South Africa,2022-11-04,4029737
South Sudan,2022-11-04,18318
Spain,2022-11-04,13529643
Sri Lanka,2022-11-04,671310
Sudan,2022-11-04,63509
Summer Olympics 2020,2022-11-04,865
Suriname,2022-11-04,81228
Sweden,2022-11-04,2614997
Switzerland,2022-11-04,4255891
Syria,2022-11-04,57367
Taiwan*,2022-11-04,7837658
Tajikistan,2022-11-04,17786
Tanzania,2022-11-04,40054
Thailand,2022-11-04,4692448
Timor-Leste,2022-11-04,23303
Togo,2022-11-04,39310
Tonga,2022-11-04,16182
Trinidad and Tobago,2022-11-04,184854
Tunisia,2022-11-04,1146593
Turkey,2022-11-04,16919638
Tuvalu,2022-11-04,23
US,2022-11-04,97724326
Uganda,2022-11-04,169473
Ukraine,2022-11-04,5617701
United Arab Emirates,2022-11-04,1038816
United Kingdom,2022-11-04,3866
United Kingdom,2022-11-04,18428
United Kingdom,2022-11-04,7305
United Kingdom,2022-11-04,31096
United Kingdom,2022-11-04,0
United Kingdom,2022-11-04,1930
United Kingdom,2022-11-04,20121
United Kingdom,2022-11-04,32466
United Kingdom,2022-11-04,38008
United Kingdom,2022-11-04,62014
United Kingdom,2022-11-04,1403
United Kingdom,2022-11-04,4
United Kingdom,2022-11-04,2045
United Kingdom,2022-11-04,6431
United Kingdom,2022-11-04,23930037
Uruguay,2022-11-04,990560
Uzbekistan,2022-11-04,244739
Vanuatu,2022-11-04,11981
Venezuela,2022-11-04,545963
Vietnam,2022-11-04,11505249
West Bank and Gaza,2022-11-04,703036
Winter Olympics 2022,2022-11-04,535
Yemen,2022-11-04,11945
Zambia,2022-11-04,333685
Zimbabwe,2022-11-04,257893
Afghanistan,2022-11-05,203574
Albania,2022-11-05,333046
Algeria,2022-11-05,270862
Andorra,2022-11-05,46588
Angola,2022-11-05,103131
Antarctica,2022-11-05,11
Antigua and Barbuda,2022-11-05,9106
Argentina,2022-11-05,9718875
Armenia,2022-11-05,445242
Australia,2022-11-05,209414
Australia,2022-11-05,3561735
Australia,2022-11-05,98763
Australia,2022-11-05,1668438
Australia,2022-11-05,784599
Australia,2022-11-05,253950
Australia,2022-11-05,2660447
Australia,2022-11-05,1181640
Austria,2022-11-05,5462911
Azerbaijan,2022-11-05,823496
Bahamas,2022-11-05,37386
Bahrain,2022-11-05,691509
Bangladesh,2022-11-05,2035782
Barbados,2022-11-05,103424
Belarus,2022-11-05,994037
Belgium,2022-11-05,4617315
Belize,2022-11-05,68957
Benin,2022-11-05,27782
Bhutan,2022-11-05,62380
Bolivia,2022-11-05,1109581
Bosnia and Herzegovina,2022-11-05,400043
Botswana,2022-11-05,326344
Brazil,2022-11-05,34849063
Brunei,2022-11-05,241044
Bulgaria,2022-11-05,1281155
Burkina Faso,2022-11-05,21631
Burma,2022-11-05,632229
Burundi,2022-11-05,50470
Cabo Verde,2022-11-05,62553
Cambodia,2022-11-05,137995
Cameroon,2022-11-05,123629
Canada,2022-11-05,614234
Canada,2022-11-05,387936
Canada,2022-11-05,0
Canada,2022-11-05,13
Canada,2022-11-05,151730
Canada,2022-11-05,80126
Canada,2022-11-05,52552
Canada,2022-11-05,11511
Canada,2022-11-05,129705
Canada,2022-11-05,3531
Canada,2022-11-05,1516369
Canada,2022-11-05,53675
Canada,2022-11-05,1231520
Canada,2022-11-05,13
Canada,2022-11-05,146888
Canada,2022-11-05,4970
Central African Republic,2022-11-05,15260
Chad,2022-11-05,7627
Chile,2022-11-05,4786198
China,2022-11-05,1539
China,2022-11-05,4951
China,2022-11-05,1509
China,2022-11-05,5295
China,2022-11-05,1379
China,2022-11-05,13092
China,2022-11-05,2348
China,2022-11-05,955
China,2022-11-05,8979
China,2022-11-05,2036
China,2022-11-05,3540
China,2022-11-05,3683
China,2022-11-05,1942707
China,2022-11-05,68441
China,2022-11-05,1769
China,2022-11-05,5124
China,2022-11-05,2763
China,2022-11-05,1496
China,2022-11-05,40329
China,2022-11-05,2046
China,2022-11-05,795
China,2022-11-05,223
China,2022-11-05,276
China,2022-11-05,4171
China,2022-11-05,3223
China,2022-11-05,64315
China,2022-11-05,1516
China,2022-11-05,6370
China,2022-11-05,2492
China,2022-11-05,1461
China,2022-11-05,790260
China,2022-11-05,1933
China,2022-11-05,2714
China,2022-11-05,3576
Colombia,2022-11-05,6310332
Comoros,2022-11-05,8762
Congo (Brazzaville),2022-11-05,24837
Congo (Kinshasa),2022-11-05,93219
Costa Rica,2022-11-05,1138416
Cote d'Ivoire,2022-11-05,87830
Croatia,2022-11-05,1248450
Cuba,2022-11-05,1111292
Cyprus,2022-11-05,602662
Czechia,2022-11-05,4519751
Denmark,2022-11-05,34658
Denmark,2022-11-05,11971
Denmark,2022-11-05,3337464
Diamond Princess,2022-11-05,712
Djibouti,2022-11-05,15690
Dominica,2022-11-05,15760
Dominican Republic,2022-11-05,647425
Ecuador,2022-11-05,1009044
Egypt,2022-11-05,515645
El Salvador,2022-11-05,201785
Equatorial Guinea,2022-11-05,17174
Eritrea,2022-11-05,10189
Estonia,2022-11-05,607300
Eswatini,2022-11-05,73558
Ethiopia,2022-11-05,494039
Fiji,2022-11-05,68270
Finland,2022-11-05,1360721
France,2022-11-05,94259
France,2022-11-05,76764
France,2022-11-05,196270
France,2022-11-05,223728
France,2022-11-05,40339
France,2022-11-05,74440
France,2022-11-05,478346
France,2022-11-05,5323
France,2022-11-05,3231
France,2022-11-05,12026
France,2022-11-05,3415
France,2022-11-05,35932097
Gabon,2022-11-05,48945
Gambia,2022-11-05,12580
Georgia,2022-11-05,1785138
Germany,2022-11-05,35784912
Ghana,2022-11-05,170894
Greece,2022-11-05,5188890
Grenada,2022-11-05,19604
Guatemala,2022-11-05,1142470
Guinea,2022-11-05,38047
Guinea-Bissau,2022-11-05,8848
Guyana,2022-11-05,71443
Haiti,2022-11-05,33828
Holy See,2022-11-05,29
Honduras,2022-11-05,457196
Hungary,2022-11-05,2141513
Iceland,2022-11-05,206571
India,2022-11-05,44660579
Indonesia,2022-11-05,6517630
Iran,2022-11-05,7558078
Iraq,2022-11-05,2461484
Ireland,2022-11-05,1673665
Israel,2022-11-05,4688662
Italy,2022-11-05,23642011
Jamaica,2022-11-05,151931
Japan,2022-11-05,22635975
Jordan,2022-11-05,1746997
Kazakhstan,2022-11-05,1484932
Kenya,2022-11-05,339671
Kiribati,2022-11-05,3430
"Korea, North",2022-11-05,1
"Korea, South",2022-11-05,25838239
Kosovo,2022-11-05,272179
Kuwait,2022-11-05,662073
Kyrgyzstan,2022-11-05,206452
Laos,2022-11-05,216277
Latvia,2022-11-05,954230
Lebanon,2022-11-05,1219066
Lesotho,2022-11-05,34490
Liberia,2022-11-05,7996
Libya,2022-11-05,507051
Liechtenstein,2022-11-05,20663
Lithuania,2022-11-05,1269729
Luxembourg,2022-11-05,303025
MS Zaandam,2022-11-05,9
Madagascar,2022-11-05,66749
Malawi,2022-11-05,88099
Malaysia,2022-11-05,4923538
Maldives,2022-11-05,185364
Mali,2022-11-05,32738
Malta,2022-11-05,115459
Marshall Islands,2022-11-05,15389
Mauritania,2022-11-05,63392
Mauritius,2022-11-05,265301
Mexico,2022-11-05,7113658
Micronesia,2022-11-05,22203
Moldova,2022-11-05,593816
Monaco,2022-11-05,15005
Mongolia,2022-11-05,985445
Montenegro,2022-11-05,283055
Morocco,2022-11-05,1265965
Mozambique,2022-11-05,230475
Namibia,2022-11-05,169946
Nauru,2022-11-05,4611
Nepal,2022-11-05,1000708
Netherlands,2022-11-05,43379
Netherlands,2022-11-05,11467
Netherlands,2022-11-05,45489
Netherlands,2022-11-05,10931
Netherlands,2022-11-05,8521599
New Zealand,2022-11-05,6389
New Zealand,2022-11-05,85
New Zealand,2022-11-05,1851689
Nicaragua,2022-11-05,15186
Niger,2022-11-05,9428
Nigeria,2022-11-05,266192
North Macedonia,2022-11-05,344146
Norway,2022-11-05,1465584
Oman,2022-11-05,398775
Pakistan,2022-11-05,1574321
Palau,2022-11-05,5513
Panama,2022-11-05,990413
Papua New Guinea,2022-11-05,45550
Paraguay,2022-11-05,717980
Peru,2022-11-05,4161218
Philippines,2022-11-05,4008550
Poland,2022-11-05,6343675
Portugal,2022-11-05,5520731
Qatar,2022-11-05,471004
Romania,2022-11-05,3288755
Russia,2022-11-05,21154149
Rwanda,2022-11-05,132584
Saint Kitts and Nevis,2022-11-05,6549
Saint Lucia,2022-11-05,29654
Saint Vincent and the Grenadines,2022-11-05,9459
Samoa,2022-11-05,15946
San Marino,2022-11-05,21662
Sao Tome and Principe,2022-11-05,6270
Saudi Arabia,2022-11-05,823494
Senegal,2022-11-05,88679
Serbia,2022-11-05,2408130
Seychelles,2022-11-05,49380
Sierra Leone,2022-11-05,7754
Singapore,2022-11-05,2121435
Slovakia,2022-11-05,2644984
Slovenia,2022-11-05,1237624
Solomon Islands,2022-11-05,21544
Somalia,2022-11-05,27243
South Africa,2022-11-05,4029737
South Sudan,2022-11-05,18318
Spain,2022-11-05,13529643
Sri Lanka,2022-11-05,671320
Sudan,2022-11-05,63509
Summer Olympics 2020,2022-11-05,865
Suriname,2022-11-05,81228
Sweden,2022-11-05,2614997
Switzerland,2022-11-05,4255891
Syria,2022-11-05,57367
Taiwan*,2022-11-05,7863193
Tajikistan,2022-11-05,17786
Tanzania,2022-11-05,40054
Thailand,2022-11-05,4692448
Timor-Leste,2022-11-05,23303
Togo,2022-11-05,39310
Tonga,2022-11-05,16182
Trinidad and Tobago,2022-11-05,184854
Tunisia,2022-11-05,1146593
Turkey,2022-11-05,16919638
Tuvalu,2022-11-05,163
US,2022-11-05,97729627
Uganda,2022-11-05,169473
Ukraine,2022-11-05,5617767
United Arab Emirates,2022-11-05,1039090
United Kingdom,2022-11-05,3866
United Kingdom,2022-11-05,18428
United Kingdom,2022-11-05,7305
United Kingdom,2022-11-05,31096
United Kingdom,2022-11-05,0
United Kingdom,2022-11-05,1930
United Kingdom,2022-11-05,20121
United Kingdom,2022-11-05,32466
United Kingdom,2022-11-05,38008
United Kingdom,2022-11-05,62014
United Kingdom,2022-11-05,1403
United Kingdom,2022-11-05,4
United Kingdom,2022-11-05,2045
United Kingdom,2022-11-05,6431
United Kingdom,2022-11-05,23930037
Uruguay,2022-11-05,990560
Uzbekistan,2022-11-05,244739
Vanuatu,2022-11-05,11981
Venezuela,2022-11-05,546047
Vietnam,2022-11-05,11505608
West Bank and Gaza,2022-11-05,703036
Winter Olympics 2022,2022-11-05,535
Yemen,2022-11-05,11945
Zambia,2022-11-05,333685
Zimbabwe,2022-11-05,257893
Afghanistan,2022-11-06,203681
Albania,2022-11-06,333055
Algeria,2022-11-06,270873
Andorra,2022-11-06,46588
Angola,2022-11-06,103131
Antarctica,2022-11-06,11
Antigua and Barbuda,2022-11-06,9106
Argentina,2022-11-06,9720232
Armenia,2022-11-06,445242
Australia,2022-11-06,209414
Australia,2022-11-06,3561735
Australia,2022-11-06,98763
Australia,2022-11-06,1668438
Australia,2022-11-06,784599
Australia,2022-11-06,253950
Australia,2022-11-06,2662318
Australia,2022-11-06,1181640
Austria,2022-11-06,5466250
Azerbaijan,2022-11-06,823533
Bahamas,2022-11-06,37386
Bahrain,2022-11-06,691760
Bangladesh,2022-11-06,2035828
Barbados,2022-11-06,103424
Belarus,2022-11-06,994037
Belgium,2022-11-06,4617315
Belize,2022-11-06,68957
Benin,2022-11-06,27782
Bhutan,2022-11-06,62380
Bolivia,2022-11-06,1109601
Bosnia and Herzegovina,2022-11-06,400043
Botswana,2022-11-06,326344
Brazil,2022-11-06,34849063
Brunei,2022-11-06,241044
Bulgaria,2022-11-06,1281252
Burkina Faso,2022-11-06,21631
Burma,2022-11-06,632274
Burundi,2022-11-06,50470
Cabo Verde,2022-11-06,62561
Cambodia,2022-11-06,137995
Cameroon,2022-11-06,123629
Canada,2022-11-06,614234
Canada,2022-11-06,387936
Canada,2022-11-06,0
Canada,2022-11-06,13
Canada,2022-11-06,151730
Canada,2022-11-06,80126
Canada,2022-11-06,52552
Canada,2022-11-06,11511
Canada,2022-11-06,129705
Canada,2022-11-06,3531
Canada,2022-11-06,1516369
Canada,2022-11-06,53675
Canada,2022-11-06,1231520
Canada,2022-11-06,13
Canada,2022-11-06,146888
Canada,2022-11-06,4970
Central African Republic,2022-11-06,15260
Chad,2022-11-06,7627
Chile,2022-11-06,4793902
China,2022-11-06,1539
China,2022-11-06,4995
China,2022-11-06,1551
China,2022-11-06,5306
China,2022-11-06,1381
China,2022-11-06,13326
China,2022-11-06,2348
China,2022-11-06,955
China,2022-11-06,8979
China,2022-11-06,2037
China,2022-11-06,3556
China,2022-11-06,3725
China,2022-11-06,1947695
China,2022-11-06,68442
China,2022-11-06,1779
China,2022-11-06,5183
China,2022-11-06,2766
China,2022-11-06,1497
China,2022-11-06,40329
China,2022-11-06,2047
China,2022-11-06,795
China,2022-11-06,225
China,2022-11-06,284
China,2022-11-06,4179
China,2022-11-06,3229
China,2022-11-06,64317
China,2022-11-06,1538
China,2022-11-06,6392
China,2022-11-06,2492
China,2022-11-06,1461
China,2022-11-06,790260
China,2022-11-06,1933
China,2022-11-06,2725
China,2022-11-06,3577
Colombia,2022-11-06,6310332
Comoros,2022-11-06,8762
Congo (Brazzaville),2022-11-06,24837
Congo (Kinshasa),2022-11-06,93219
Costa Rica,2022-11-06,1138416
Cote d'Ivoire,2022-11-06,87830
Croatia,2022-11-06,1248609
Cuba,2022-11-06,1111296
Cyprus,2022-11-06,602662
Czechia,2022-11-06,4519947
Denmark,2022-11-06,34658
Denmark,2022-11-06,11971
Denmark,2022-11-06,3337464
Diamond Princess,2022-11-06,712
Djibouti,2022-11-06,15690
Dominica,2022-11-06,15760
Dominican Republic,2022-11-06,647425
Ecuador,2022-11-06,1009044
Egypt,2022-11-06,515645
El Salvador,2022-11-06,201785
Equatorial Guinea,2022-11-06,17174
Eritrea,2022-11-06,10189
Estonia,2022-11-06,607300
Eswatini,2022-11-06,73558
Ethiopia,2022-11-06,494042
Fiji,2022-11-06,68270
Finland,2022-11-06,1360721
France,2022-11-06,94259
France,2022-11-06,76764
France,2022-11-06,196270
France,2022-11-06,223728
France,2022-11-06,40339
France,2022-11-06,74440
France,2022-11-06,478346
France,2022-11-06,5323
France,2022-11-06,3231
France,2022-11-06,12026
France,2022-11-06,3415
France,2022-11-06,35932097
Gabon,2022-11-06,48945
Gambia,2022-11-06,12580
Georgia,2022-11-06,1785138
Germany,2022-11-06,35784912
Ghana,2022-11-06,170894
Greece,2022-11-06,5188890
Grenada,2022-11-06,19604
Guatemala,2022-11-06,1142521
Guinea,2022-11-06,38047
Guinea-Bissau,2022-11-06,8848
Guyana,2022-11-06,71447
Haiti,2022-11-06,33828
Holy See,2022-11-06,29
Honduras,2022-11-06,457196
Hungary,2022-11-06,2141513
Iceland,2022-11-06,206571
India,2022-11-06,44661504
Indonesia,2022-11-06,6521292
Iran,2022-11-06,7558142
Iraq,2022-11-06,2461484
Ireland,2022-11-06,1673665
Israel,2022-11-06,4689152
Italy,2022-11-06,23642011
Jamaica,2022-11-06,151931
Japan,2022-11-06,22702372
Jordan,2022-11-06,1746997
Kazakhstan,2022-11-06,1484932
Kenya,2022-11-06,339756
Kiribati,2022-11-06,3430
"Korea, North",2022-11-06,1
"Korea, South",2022-11-06,25856910
Kosovo,2022-11-06,272180
Kuwait,2022-11-06,662073
Kyrgyzstan,2022-11-06,206452
Laos,2022-11-06,216286
Latvia,2022-11-06,954230
Lebanon,2022-11-06,1219141
Lesotho,2022-11-06,34490
Liberia,2022-11-06,7996
Libya,2022-11-06,507051
Liechtenstein,2022-11-06,20663
Lithuania,2022-11-06,1269772
Luxembourg,2022-11-06,303025
MS Zaandam,2022-11-06,9
Madagascar,2022-11-06,66788
Malawi,2022-11-06,88099
Malaysia,2022-11-06,4927451
Maldives,2022-11-06,185364
Mali,2022-11-06,32738
Malta,2022-11-06,115469
Marshall Islands,2022-11-06,15389
Mauritania,2022-11-06,63399
Mauritius,2022-11-06,265301
Mexico,2022-11-06,7113658
Micronesia,2022-11-06,22203
Moldova,2022-11-06,593816
Monaco,2022-11-06,15005
Mongolia,2022-11-06,985445
Montenegro,2022-11-06,283089
Morocco,2022-11-06,1265998
Mozambique,2022-11-06,230475
Namibia,2022-11-06,169946
Nauru,2022-11-06,4611
Nepal,2022-11-06,1000734
Netherlands,2022-11-06,43379
Netherlands,2022-11-06,11467
Netherlands,2022-11-06,45489
Netherlands,2022-11-06,10931
Netherlands,2022-11-06,8521599
New Zealand,2022-11-06,6389
New Zealand,2022-11-06,85
New Zealand,2022-11-06,1872459
Nicaragua,2022-11-06,15186
Niger,2022-11-06,9428
Nigeria,2022-11-06,266192
North Macedonia,2022-11-06,344146
Norway,2022-11-06,1465631
Oman,2022-11-06,398775
Pakistan,2022-11-06,1574407
Palau,2022-11-06,5513
Panama,2022-11-06,990413
Papua New Guinea,2022-11-06,45550
Paraguay,2022-11-06,717980
Peru,2022-11-06,4161617
Philippines,2022-11-06,4009466
Poland,2022-11-06,6343775
Portugal,2022-11-06,5525459
Qatar,2022-11-06,471357
Romania,2022-11-06,3289184
Russia,2022-11-06,21158672
Rwanda,2022-11-06,132584
Saint Kitts and Nevis,2022-11-06,6549
Saint Lucia,2022-11-06,29654
Saint Vincent and the Grenadines,2022-11-06,9459
Samoa,2022-11-06,15946
San Marino,2022-11-06,21662
Sao Tome and Principe,2022-11-06,6270
Saudi Arabia,2022-11-06,823624
Senegal,2022-11-06,88679
Serbia,2022-11-06,2408606
Seychelles,2022-11-06,49380
Sierra Leone,2022-11-06,7754
Singapore,2022-11-06,2123328
Slovakia,2022-11-06,2645118
Slovenia,2022-11-06,1237884
Solomon Islands,2022-11-06,21544
Somalia,2022-11-06,27243
South Africa,2022-11-06,4029942
South Sudan,2022-11-06,18318
Spain,2022-11-06,13529643
Sri Lanka,2022-11-06,671328
Sudan,2022-11-06,63509
Summer Olympics 2020,2022-11-06,865
Suriname,2022-11-06,81228
Sweden,2022-11-06,2614997
Switzerland,2022-11-06,4255891
Syria,2022-11-06,57367
Taiwan*,2022-11-06,7887538
Tajikistan,2022-11-06,17786
Tanzania,2022-11-06,40054
Thailand,2022-11-06,4695207
Timor-Leste,2022-11-06,23303
Togo,2022-11-06,39311
Tonga,2022-11-06,16182
Trinidad and Tobago,2022-11-06,184854
Tunisia,2022-11-06,1146593
Turkey,2022-11-06,16919638
Tuvalu,2022-11-06,163
US,2022-11-06,97737758
Uganda,2022-11-06,169473
Ukraine,2022-11-06,5617810
United Arab Emirates,2022-11-06,1039353
United Kingdom,2022-11-06,3866
United Kingdom,2022-11-06,18428
United Kingdom,2022-11-06,7305
United Kingdom,2022-11-06,31096
United Kingdom,2022-11-06,0
United Kingdom,2022-11-06,1930
United Kingdom,2022-11-06,20121
United Kingdom,2022-11-06,32466
United Kingdom,2022-11-06,38008
United Kingdom,2022-11-06,62014
United Kingdom,2022-11-06,1403
United Kingdom,2022-11-06,4
United Kingdom,2022-11-06,2045
United Kingdom,2022-11-06,6431
United Kingdom,2022-11-06,23930037
Uruguay,2022-11-06,990560
Uzbekistan,2022-11-06,244739
Vanuatu,2022-11-06,11981
Venezuela,2022-11-06,546110
Vietnam,2022-11-06,11505849
West Bank and Gaza,2022-11-06,703036
Winter Olympics 2022,2022-11-06,535
Yemen,2022-11-06,11945
Zambia,2022-11-06,333685
Zimbabwe,2022-11-06,257893
Afghanistan,2022-11-07,203829
Albania,2022-11-07,333058
Algeria,2022-11-07,270881
Andorra,2022-11-07,46588
Angola,2022-11-07,103131
Antarctica,2022-11-07,11
Antigua and Barbuda,2022-11-07,9106
Argentina,2022-11-07,9720232
Armenia,2022-11-07,445397
Australia,2022-11-07,209414
Australia,2022-11-07,3561735
Australia,2022-11-07,98763
Australia,2022-11-07,1668438
Australia,2022-11-07,784599
Australia,2022-11-07,253950
Australia,2022-11-07,2665027
Australia,2022-11-07,1181640
Austria,2022-11-07,5468967
Azerbaijan,2022-11-07,823539
Bahamas,2022-11-07,37386
Bahrain,2022-11-07,692129
Bangladesh,2022-11-07,2035882
Barbados,2022-11-07,103424
Belarus,2022-11-07,994037
Belgium,2022-11-07,4619721
Belize,2022-11-07,68972
Benin,2022-11-07,27912
Bhutan,2022-11-07,62430
Bolivia,2022-11-07,1109652
Bosnia and Herzegovina,2022-11-07,400090
Botswana,2022-11-07,326344
Brazil,2022-11-07,34855492
Brunei,2022-11-07,241044
Bulgaria,2022-11-07,1281924
Burkina Faso,2022-11-07,21631
Burma,2022-11-07,632318
Burundi,2022-11-07,50517
Cabo Verde,2022-11-07,62561
Cambodia,2022-11-07,137996
Cameroon,2022-11-07,123993
Canada,2022-11-07,614234
Canada,2022-11-07,387936
Canada,2022-11-07,0
Canada,2022-11-07,13
Canada,2022-11-07,151730
Canada,2022-11-07,80715
Canada,2022-11-07,52802
Canada,2022-11-07,11511
Canada,2022-11-07,130534
Canada,2022-11-07,3531
Canada,2022-11-07,1516369
Canada,2022-11-07,53675
Canada,2022-11-07,1233573
Canada,2022-11-07,13
Canada,2022-11-07,146888
Canada,2022-11-07,4982
Central African Republic,2022-11-07,15289
Chad,2022-11-07,7631
Chile,2022-11-07,4799221
China,2022-11-07,1539
China,2022-11-07,5031
China,2022-11-07,1640
China,2022-11-07,5321
China,2022-11-07,1391
China,2022-11-07,13657
China,2022-11-07,2348
China,2022-11-07,960
China,2022-11-07,8981
China,2022-11-07,2037
China,2022-11-07,3559
China,2022-11-07,3811
China,2022-11-07,1952893
China,2022-11-07,68442
China,2022-11-07,1795
China,2022-11-07,5342
China,2022-11-07,2768
China,2022-11-07,1500
China,2022-11-07,40329
China,2022-11-07,2049
China,2022-11-07,795
China,2022-11-07,225
China,2022-11-07,286
China,2022-11-07,4192
China,2022-11-07,3235
China,2022-11-07,64320
China,2022-11-07,1571
China,2022-11-07,6421
China,2022-11-07,2494
China,2022-11-07,1461
China,2022-11-07,795270
China,2022-11-07,1995
China,2022-11-07,2732
China,2022-11-07,3578
Colombia,2022-11-07,6310332
Comoros,2022-11-07,8879
Congo (Brazzaville),2022-11-07,24837
Congo (Kinshasa),2022-11-07,93219
Costa Rica,2022-11-07,1138416
Cote d'Ivoire,2022-11-07,87830
Croatia,2022-11-07,1248635
Cuba,2022-11-07,1111298
Cyprus,2022-11-07,602662
Czechia,2022-11-07,4520054
Denmark,2022-11-07,34658
Denmark,2022-11-07,11971
Denmark,2022-11-07,3338886
Diamond Princess,2022-11-07,712
Djibouti,2022-11-07,15690
Dominica,2022-11-07,15760
Dominican Republic,2022-11-07,647425
Ecuador,2022-11-07,1009044
Egypt,2022-11-07,515645
El Salvador,2022-11-07,201785
Equatorial Guinea,2022-11-07,17174
Eritrea,2022-11-07,10189
Estonia,2022-11-07,607300
Eswatini,2022-11-07,73618
Ethiopia,2022-11-07,494086
Fiji,2022-11-07,68270
Finland,2022-11-07,1360721
France,2022-11-07,94259
France,2022-11-07,76764
France,2022-11-07,196270
France,2022-11-07,223728
France,2022-11-07,40339
France,2022-11-07,74440
France,2022-11-07,478346
France,2022-11-07,5323
France,2022-11-07,3231
France,2022-11-07,12026
France,2022-11-07,3415
France,2022-11-07,35983760
Gabon,2022-11-07,48945
Gambia,2022-11-07,12580
Georgia,2022-11-07,1785138
Germany,2022-11-07,35823771
Ghana,2022-11-07,170894
Greece,2022-11-07,5188890
Grenada,2022-11-07,19604
Guatemala,2022-11-07,1142589
Guinea,2022-11-07,38122
Guinea-Bissau,2022-11-07,8848
Guyana,2022-11-07,71449
Haiti,2022-11-07,33828
Holy See,2022-11-07,29
Honduras,2022-11-07,457196
Hungary,2022-11-07,2141513
Iceland,2022-11-07,206571
India,2022-11-07,44660293
Indonesia,2022-11-07,6525120
